Cap_Diameter	Cap_Shape	Cap_Surface	Cap_Color	Bruises_or_Bleeds	Gill_Attachment	Gill_Spacing	Gill_Color	Stem_Height	Stem_Width	Stem_Root	Ring_Type	Habitat	Class
4.61	x	s	y	FALSE	p	NA	n	5.95	12.64	NA	f	d	e
2.43	s	s	g	FALSE	d	c	w	3.28	7.86	NA	f	g	p
NA	s	NA	n	FALSE	d	c	w	5.95	8.67	NA	f	d	e
3.45	x	t	n	FALSE	s	c	n	5.5	7.11	NA	z	d	p
10.99	s	t	p	TRUE	d	c	b	5.99	17.53	NA	f	d	e
0.78	x	g	e	FALSE	a	NA	p	4.24	1.07	NA	f	d	p
7.6	x	h	r	FALSE	NA	c	w	11.31	14.92	NA	p	d	p
7.47	x	h	y	TRUE	x	c	y	8.36	15.86	NA	f	d	e
3.3	f	h	n	FALSE	NA	c	k	5.63	6.09	NA	f	d	e
6.13	s	NA	n	FALSE	d	c	w	4.81	7	NA	f	l	e
12.22	x	e	y	TRUE	p	NA	o	9.92	31	NA	f	d	p
8.68	f	y	y	FALSE	a	NA	o	11.6	22.67	r	r	d	p
3.34	x	i	e	FALSE	NA	NA	e	3.45	4.61	NA	f	d	p
3.69	f	d	n	FALSE	x	c	y	4.98	2.93	b	f	d	p
2.4	x	NA	u	FALSE	NA	d	u	7.61	4.61	NA	f	g	e
6.86	x	h	n	FALSE	x	c	w	5.8	6.87	NA	r	d	e
1.07	x	g	n	TRUE	a	NA	p	5.63	1.01	NA	f	h	e
2.87	x	d	n	FALSE	p	NA	n	4.41	10.33	NA	f	d	e
1.69	b	NA	g	FALSE	a	NA	g	4.82	1.96	NA	f	d	p
NA	p	y	w	FALSE	e	c	k	5.56	13.13	NA	e	m	e
8.55	s	w	g	FALSE	s	c	p	5.07	10.01	NA	f	d	p
3.78	x	NA	y	FALSE	a	c	o	3.72	7.23	NA	f	d	e
3.83	x	d	n	FALSE	p	NA	n	4.03	9.63	NA	f	d	e
5.84	x	NA	w	FALSE	e	NA	w	5.93	12.78	b	g	d	e
4.71	o	NA	g	FALSE	f	f	f	4.88	17.47	NA	f	d	e
8.38	p	NA	n	FALSE	a	NA	w	7.65	13.93	NA	f	g	e
1.38	x	k	n	FALSE	NA	NA	n	3.66	1.39	NA	f	d	p
0.76	x	g	n	FALSE	a	NA	n	3.64	0.96	NA	f	d	p
6.64	x	t	e	FALSE	x	d	w	5.35	17.64	b	f	d	p
6.28	s	NA	y	TRUE	d	NA	o	4.96	11.92	NA	f	d	p
9.27	x	e	n	FALSE	a	NA	n	9.12	17.1	s	f	h	p
0.94	x	g	w	FALSE	a	d	w	2.69	1.48	NA	f	l	p
13.34	x	h	n	FALSE	s	NA	y	8.19	17.3	NA	f	d	p
NA	s	h	g	TRUE	d	NA	w	4.6	12.97	NA	f	d	p
3.31	s	d	g	TRUE	d	c	p	3.88	3.59	NA	f	d	e
8.17	x	y	y	FALSE	a	c	y	3.92	10.79	NA	NA	d	p
2.74	f	k	n	FALSE	s	NA	p	3.25	2.6	NA	f	g	p
16.05	x	g	k	FALSE	p	NA	y	5.05	35.03	NA	f	d	p
2.5	x	s	g	FALSE	d	c	w	2.75	6.89	NA	f	g	p
7.81	x	i	n	FALSE	a	c	n	8.65	9.72	NA	z	d	p
4.57	f	y	n	FALSE	s	NA	y	5.64	7.33	NA	f	d	e
9.59	f	e	b	FALSE	NA	c	b	4.72	19.47	NA	f	d	e
2.75	s	d	w	FALSE	d	d	w	3.09	2.33	NA	f	g	p
2.95	o	NA	g	FALSE	f	f	f	3.35	15.22	NA	f	d	p
4.77	x	NA	y	FALSE	s	d	y	5.04	11.67	NA	f	d	p
5.2	x	NA	y	FALSE	s	d	y	5.47	11.83	NA	f	d	p
7.61	s	NA	o	TRUE	d	NA	o	5.4	13.63	NA	f	d	p
3	b	y	n	FALSE	NA	c	k	6.15	2.57	NA	f	d	e
9.64	x	NA	n	TRUE	NA	NA	w	10.21	20.23	b	g	d	e
12.69	f	e	n	FALSE	d	c	w	8.22	24.68	s	f	d	e
6.69	x	h	n	FALSE	x	c	n	5.16	6.36	NA	r	d	e
9.88	x	i	n	TRUE	e	NA	p	9.5	17.58	NA	p	l	e
5.87	p	y	g	FALSE	NA	NA	k	11.75	12.06	NA	z	g	p
3.31	x	k	w	FALSE	s	NA	p	3.7	2.83	NA	f	g	p
2.91	b	w	y	FALSE	a	NA	r	4.78	5.82	NA	f	d	p
3.18	x	s	w	FALSE	d	d	w	3.5	6.9	NA	f	m	e
NA	b	y	n	FALSE	NA	NA	k	13.87	16.8	NA	f	d	p
3.19	f	NA	n	FALSE	a	c	w	4.07	3.67	NA	f	d	p
14.19	x	s	n	TRUE	e	NA	n	10.13	18.39	s	l	m	e
51.42	o	y	y	FALSE	p	NA	y	7.11	27.91	NA	f	d	e
5.31	f	s	o	FALSE	d	d	b	6.05	11.8	NA	f	d	e
2.94	s	NA	n	FALSE	f	f	f	6.5	6.56	NA	f	d	e
1.65	b	h	n	FALSE	a	NA	n	4.52	1.52	NA	f	g	p
NA	b	y	g	FALSE	NA	NA	k	10.49	12.53	NA	z	d	p
3.03	x	NA	u	FALSE	NA	d	w	6.99	4.81	NA	f	d	e
3.43	b	y	p	FALSE	e	c	w	4.78	3.29	NA	e	m	p
NA	x	e	w	FALSE	x	c	w	5.88	14.98	NA	f	d	e
5.68	f	NA	g	FALSE	d	c	w	6.23	11.3	b	f	l	p
15.22	x	y	n	TRUE	e	NA	w	9.59	16.63	NA	NA	g	e
0.75	x	g	p	FALSE	a	NA	p	3.94	1.04	NA	f	d	p
0.83	b	g	g	FALSE	NA	NA	g	2.8	1.33	NA	f	d	e
NA	f	s	n	FALSE	s	c	w	5.31	8.79	b	f	l	e
NA	f	d	p	TRUE	d	c	p	4.54	6.41	NA	f	d	e
4.21	s	k	y	FALSE	p	NA	n	3.76	5.28	NA	f	d	p
NA	x	s	n	TRUE	s	d	w	5.65	13.4	r	f	d	p
4.82	c	i	y	FALSE	NA	c	n	6.27	7.15	NA	f	d	p
8.22	x	h	n	TRUE	p	NA	y	5.94	15.88	NA	p	d	e
16.93	x	h	o	FALSE	e	NA	w	17.92	17.81	s	g	d	p
NA	x	NA	n	TRUE	p	NA	e	8.96	29.13	c	f	d	p
7.24	f	w	p	FALSE	s	c	p	4.4	9.84	NA	f	d	p
14.36	x	e	n	TRUE	e	NA	w	10.36	17.86	NA	NA	g	e
NA	x	e	e	FALSE	a	NA	n	8.27	9.97	NA	z	d	p
6.19	s	t	n	FALSE	x	c	y	5.96	15.5	NA	f	d	p
8.47	f	t	y	FALSE	x	c	n	6.18	9.62	NA	f	d	p
5.23	f	l	n	FALSE	x	d	n	5.97	4.87	NA	f	l	p
7.11	x	y	n	FALSE	a	c	n	8.79	9.51	NA	NA	d	p
9	x	NA	e	FALSE	x	c	w	7.33	19.87	NA	f	d	e
6.35	x	s	b	FALSE	d	d	o	5.71	12.22	NA	f	d	e
3.11	f	NA	n	FALSE	x	c	p	8.09	4.2	NA	f	d	p
14.25	f	g	o	FALSE	e	NA	w	18.6	16.85	s	g	d	p
2.87	s	s	g	FALSE	d	c	w	3.12	8.05	NA	f	g	p
4.72	x	d	n	TRUE	d	c	n	6.27	8.48	NA	f	d	p
2.44	x	g	e	FALSE	a	NA	p	6.41	2.52	NA	f	d	p
9.13	f	NA	y	FALSE	x	c	n	6.54	12.96	NA	f	d	p
8.54	x	y	n	FALSE	a	c	y	9.77	11.97	NA	NA	d	p
9.94	p	i	n	TRUE	e	NA	p	8.96	16.85	NA	l	l	e
8.21	x	d	n	TRUE	p	NA	y	8.08	16.43	NA	f	d	e
10.95	f	NA	l	FALSE	d	c	y	2.41	14.51	NA	f	d	e
0.72	x	g	o	FALSE	NA	NA	y	3.58	0.72	NA	f	d	p
8.1	x	NA	y	FALSE	s	d	y	6.76	15.8	NA	f	d	p
4.78	c	d	y	FALSE	x	c	r	6.02	13.2	NA	f	g	p
8.4	x	NA	y	FALSE	x	c	w	7.89	19.77	NA	f	d	e
7.34	s	t	y	FALSE	x	c	y	4.82	13.12	NA	f	d	p
1.35	x	k	n	FALSE	NA	NA	n	4.25	1.55	NA	f	d	p
10.86	x	e	n	TRUE	p	NA	o	8.28	30.78	NA	f	d	p
2.57	x	g	e	FALSE	a	NA	w	7.92	2.45	NA	f	d	p
3.46	b	d	p	FALSE	a	NA	y	5.36	6.39	NA	f	d	p
7.08	x	g	n	FALSE	e	NA	w	7.9	13.44	NA	p	d	p
1.33	c	g	n	FALSE	a	NA	g	4.96	1.34	NA	f	l	e
7.24	x	NA	e	FALSE	x	c	w	6.14	16.46	NA	f	d	e
NA	x	i	n	TRUE	e	NA	p	8.84	17.48	NA	p	l	e
6.56	s	NA	n	FALSE	d	c	w	5.35	7.71	NA	f	h	e
3.39	f	d	b	FALSE	x	c	y	3.96	3.23	b	f	l	p
10.12	p	y	n	TRUE	e	NA	p	9.09	18.06	NA	p	l	e
7.41	p	s	n	FALSE	NA	NA	k	12.72	13.62	NA	z	g	p
1.6	x	i	l	FALSE	a	NA	w	4.74	2.62	NA	f	g	p
3.48	s	w	n	TRUE	d	c	n	3.99	5.97	NA	f	d	p
6.21	x	t	n	FALSE	s	c	p	6.21	10.44	NA	z	d	p
8.25	o	h	r	FALSE	NA	c	n	1.52	15.57	NA	f	d	p
19.36	s	s	k	FALSE	a	d	k	6.34	21.52	NA	f	d	e
7.35	s	NA	n	FALSE	NA	NA	w	4.95	23.48	NA	f	d	e
6.88	x	NA	g	TRUE	p	NA	g	11.67	25.84	NA	f	d	e
5.91	s	d	n	TRUE	d	c	w	5.99	7.87	NA	f	d	p
6.96	x	t	n	FALSE	x	c	y	5.19	16.3	NA	f	d	p
4.68	s	NA	n	FALSE	d	c	w	5.22	6.79	NA	f	d	e
10.67	s	s	n	FALSE	x	NA	n	7.32	24.09	NA	f	d	e
1.43	s	s	y	FALSE	a	NA	w	5.66	2.08	NA	f	g	e
3.32	x	t	o	FALSE	a	c	n	4.6	6.06	NA	z	d	p
5.86	c	k	y	TRUE	x	c	r	6.2	11.75	NA	f	g	p
5.18	x	e	e	FALSE	a	NA	y	7.47	9.48	NA	z	d	p
13.79	x	h	g	FALSE	s	NA	y	8.45	18.07	NA	f	d	p
3.79	b	y	n	FALSE	NA	c	u	6.38	4.63	s	f	d	p
7.83	f	s	w	TRUE	e	NA	n	10.57	17.82	s	r	m	e
6.19	s	NA	n	FALSE	d	c	w	5.28	9.72	NA	f	d	e
3.36	b	y	n	FALSE	NA	c	k	6.37	3.14	NA	f	d	e
4.87	s	NA	n	FALSE	d	c	w	4.59	7.55	NA	f	l	e
4.16	b	s	y	FALSE	NA	c	r	6.01	8.16	NA	z	d	p
10.61	f	y	w	FALSE	e	c	p	16.32	11.74	NA	e	d	e
15.27	x	y	n	TRUE	e	NA	w	9.73	17.67	NA	NA	g	e
6.47	f	i	n	FALSE	e	c	n	4.89	13.12	NA	r	w	e
7.13	x	y	n	FALSE	e	c	w	5.82	10.53	NA	f	d	e
2.27	x	g	n	FALSE	a	NA	p	6.58	2.24	NA	f	d	p
13.32	x	s	g	FALSE	s	NA	p	7.73	17.43	NA	f	d	p
4.06	x	t	n	FALSE	p	NA	n	4.89	11.33	NA	f	d	e
1.58	o	k	n	FALSE	NA	NA	n	3.84	1.49	NA	f	d	p
11.88	f	y	e	FALSE	s	c	y	10.78	24.51	NA	f	d	p
5.34	x	NA	n	FALSE	d	c	y	5.14	9.04	b	f	d	p
7.86	x	g	n	FALSE	e	NA	w	8.16	15.77	NA	p	d	p
7.15	p	y	w	FALSE	e	c	p	5.22	13.37	NA	e	m	e
2.41	x	g	e	FALSE	a	NA	w	6.57	2.59	NA	f	d	p
NA	x	e	e	FALSE	a	NA	w	8.84	10.3	NA	z	d	p
9.87	p	y	n	TRUE	e	NA	p	8.72	16.46	NA	l	d	e
12.05	f	NA	g	FALSE	s	c	b	6.21	18.69	NA	f	d	e
4.04	x	h	n	FALSE	x	c	n	6.51	5.71	NA	r	d	e
1.5	x	NA	l	FALSE	a	NA	p	4.06	2.38	NA	f	g	p
8.25	s	d	n	TRUE	d	c	w	7.64	10.86	NA	f	d	p
7.19	x	y	w	TRUE	NA	NA	g	8.31	14.16	s	l	g	p
6.02	b	h	k	FALSE	s	d	g	5	10.3	NA	f	d	e
1.4	x	k	n	FALSE	NA	NA	n	3.72	1.23	NA	f	d	p
NA	f	h	o	FALSE	e	NA	w	17.34	17.63	s	g	d	p
5.49	b	s	y	FALSE	e	NA	y	7.23	6.69	NA	f	m	p
7.54	x	h	e	TRUE	p	NA	o	8.34	22.09	NA	f	d	p
0.81	p	g	g	FALSE	NA	NA	g	2.84	1.37	NA	f	d	e
5.87	x	h	y	TRUE	x	c	y	8.48	14.55	NA	f	d	e
6.38	x	e	e	FALSE	a	NA	w	7.47	9.37	NA	z	d	p
13.53	x	s	n	TRUE	e	NA	n	8.14	16.91	s	r	m	e
5.89	c	h	n	FALSE	e	NA	w	12.46	12.03	NA	f	d	e
6.96	p	s	g	FALSE	NA	NA	k	11.7	13.02	NA	z	g	p
3.13	x	d	w	FALSE	d	d	w	3.75	2.46	NA	f	g	p
7.41	x	h	r	FALSE	NA	c	w	10.48	12.88	NA	g	d	p
10.41	s	t	p	TRUE	d	c	p	8.53	16.45	NA	f	d	p
9.27	p	y	w	FALSE	e	c	p	24.84	12.66	NA	e	u	e
2.88	f	y	n	FALSE	d	d	p	8.36	4.04	NA	f	l	e
2.6	b	g	n	FALSE	NA	c	n	6.15	2.94	NA	f	d	p
7.23	f	s	u	FALSE	a	c	w	4.09	14.79	NA	f	d	e
2.38	f	s	g	FALSE	d	c	w	2.92	7.47	NA	f	g	p
NA	s	d	y	FALSE	d	c	o	3.32	7.32	NA	f	d	p
6.32	x	y	n	FALSE	e	c	w	5.59	10.29	NA	f	d	e
7.98	o	t	r	FALSE	NA	c	y	1.73	15.91	NA	f	d	p
6.53	x	e	e	FALSE	a	NA	n	7.96	9.71	NA	z	d	p
7.77	b	y	n	FALSE	NA	NA	k	14.79	17.93	NA	f	d	p
7.42	x	h	e	FALSE	x	d	w	4.69	17.85	b	f	d	p
10.52	x	NA	n	TRUE	NA	NA	w	12.18	18.28	b	g	d	e
9.6	s	NA	n	FALSE	s	c	b	6.64	19.46	NA	f	d	e
5.55	x	y	n	FALSE	NA	NA	k	9.55	12.26	NA	z	g	p
1.63	x	NA	n	FALSE	NA	NA	n	4.56	2.34	NA	f	g	p
3.59	f	d	g	TRUE	d	c	p	3.82	5.47	NA	f	d	e
7.77	f	NA	n	FALSE	x	c	w	6.74	17.64	NA	f	d	e
NA	f	y	n	FALSE	d	d	p	7.2	3.77	NA	f	l	e
10.82	x	e	e	FALSE	x	c	w	7.49	20.25	NA	f	d	e
0.97	x	g	w	FALSE	a	d	w	2.89	1.28	NA	f	l	p
6.12	b	y	n	FALSE	NA	NA	g	8.89	11.84	NA	z	g	p
6.85	x	d	n	TRUE	p	NA	y	8.65	17.94	NA	f	d	e
5.81	c	t	n	FALSE	e	NA	w	11.48	12.36	NA	f	d	e
10.44	x	e	y	TRUE	p	NA	e	7.87	22.11	NA	f	d	p
12.16	x	s	n	FALSE	d	c	n	5.83	15.33	NA	f	d	p
7.45	x	g	n	FALSE	e	NA	w	7.12	14.09	NA	p	d	p
5.53	f	s	n	FALSE	s	c	w	4.47	8.74	b	f	l	e
5.18	c	i	y	FALSE	NA	c	r	6.72	7.94	NA	f	d	p
1.66	x	NA	n	FALSE	NA	NA	n	5.1	3.39	NA	f	g	p
2.3	x	NA	n	FALSE	NA	d	w	6.53	4.24	NA	f	d	e
5.35	x	t	g	FALSE	a	d	n	6.03	4.89	NA	l	d	e
1.69	b	h	y	FALSE	a	NA	n	4.26	1.42	NA	f	d	p
6.7	f	s	w	FALSE	s	c	w	4.24	23.47	NA	f	d	e
4.58	f	g	n	FALSE	a	d	g	5.44	3.47	NA	f	d	e
7.14	f	y	u	FALSE	s	c	y	4.95	14.6	NA	f	d	p
6.66	f	NA	n	FALSE	d	c	w	5.56	9.85	b	f	l	p
5.85	x	h	g	FALSE	a	d	n	4.93	4.61	NA	l	d	e
3.45	b	y	n	FALSE	NA	c	w	5.65	4.46	s	f	d	p
7.83	s	NA	n	FALSE	NA	NA	w	4.07	23.7	NA	f	d	e
10.48	x	e	y	TRUE	p	NA	o	8.52	30.6	NA	f	d	p
5.66	x	s	n	FALSE	s	NA	n	4.61	6.32	NA	f	d	p
1.43	c	g	n	FALSE	a	NA	g	5.15	1.4	NA	f	l	e
3.75	x	i	e	FALSE	NA	NA	e	4.32	5.61	NA	f	d	p
6.29	x	NA	g	TRUE	p	NA	g	10.49	23.57	NA	f	d	e
5.14	s	NA	n	FALSE	d	c	w	3.46	6.53	NA	f	l	e
NA	s	t	o	TRUE	d	c	o	6.29	17.54	NA	f	d	e
6.74	f	NA	y	FALSE	s	d	y	5.52	14.4	NA	f	d	p
8.91	x	NA	n	TRUE	x	NA	n	9.21	21.08	s	f	d	p
3.58	x	d	o	FALSE	a	c	o	4.15	7.1	NA	f	d	e
2.49	b	h	n	FALSE	a	NA	n	8.44	3.08	NA	f	g	p
13.71	f	s	e	FALSE	d	d	w	8.87	16.01	NA	NA	d	e
17.21	x	h	n	TRUE	p	NA	y	9.87	28.63	c	f	d	p
0.98	f	g	n	TRUE	a	NA	w	5.34	0.92	NA	f	h	e
0.92	b	t	n	FALSE	NA	c	g	3.11	2.22	NA	f	m	p
5.84	x	k	n	FALSE	d	c	y	5.42	6.26	NA	NA	d	p
1.38	x	NA	n	FALSE	NA	NA	k	5.19	2.51	NA	f	g	p
19.89	x	d	n	FALSE	p	NA	y	5.91	47.72	NA	f	d	p
13.97	f	d	n	FALSE	d	c	y	5.77	33.86	NA	f	d	p
4.42	c	i	y	FALSE	NA	c	r	5.91	6.48	NA	f	d	p
6.68	x	d	e	TRUE	d	c	n	7.18	10.76	NA	f	d	p
4.69	f	s	n	FALSE	x	c	w	6.41	9.62	NA	f	l	e
NA	o	y	y	FALSE	p	NA	y	7.13	41.57	NA	f	d	e
1.45	o	k	n	FALSE	NA	NA	n	3.87	1.52	NA	f	d	p
2.07	f	y	o	FALSE	d	NA	y	3.11	5.32	NA	f	h	p
6.94	p	NA	n	FALSE	a	NA	w	7.51	12.9	NA	f	d	e
2.94	x	d	n	FALSE	p	NA	e	5.37	10.35	NA	f	d	e
8.1	x	d	n	TRUE	p	NA	r	5.93	12.68	NA	f	d	e
9	x	h	n	FALSE	s	NA	w	7.97	18.7	NA	f	d	p
6.52	x	h	n	FALSE	e	NA	w	12.49	12.05	NA	f	d	e
4.4	b	y	r	FALSE	s	c	g	6.4	7.25	NA	e	m	p
0.71	x	g	p	FALSE	a	NA	p	3.9	0.86	NA	f	d	p
4.31	f	w	y	FALSE	f	f	f	3.91	11.48	NA	f	d	e
4.37	o	NA	w	FALSE	f	f	f	5.44	28.68	NA	f	p	p
2.81	b	y	n	FALSE	NA	c	k	6.72	2.8	NA	f	d	e
2.68	x	s	w	FALSE	d	c	w	3.22	6.8	NA	f	g	p
6.35	x	t	y	FALSE	x	c	y	6.89	17.28	NA	f	d	p
7.37	f	w	p	FALSE	s	c	p	4.46	9.43	NA	f	d	p
7.61	f	h	e	FALSE	x	d	w	5.99	17.19	b	f	d	p
3.21	f	l	n	FALSE	x	d	n	4.42	5.06	NA	f	d	p
1.36	s	s	y	FALSE	f	f	f	4.02	6.23	NA	f	d	p
4.08	f	k	n	FALSE	p	NA	n	2.97	3.38	NA	f	d	p
5.52	x	s	b	FALSE	d	d	w	5.08	12.53	NA	f	g	e
9.76	x	t	k	TRUE	d	c	w	4.7	23.69	NA	f	g	p
4.04	x	t	r	FALSE	s	c	g	5.44	6.47	NA	e	d	p
3.43	x	y	y	FALSE	a	NA	w	5.54	3.56	NA	r	h	p
NA	x	NA	n	TRUE	p	NA	g	10.8	23.19	NA	f	d	e
7.25	x	NA	n	FALSE	a	NA	w	6.73	14.43	NA	f	g	e
NA	x	NA	e	FALSE	NA	c	r	3.91	13.06	NA	f	d	p
NA	f	t	n	FALSE	x	c	p	6.05	4.26	NA	f	m	p
6.45	c	t	n	FALSE	e	NA	w	12.66	12.25	NA	f	d	e
5.07	f	t	o	FALSE	a	d	y	7.55	5.46	NA	f	d	e
10	s	NA	n	FALSE	d	c	w	4.69	21.86	NA	f	d	e
1.49	c	g	n	FALSE	a	NA	g	5.2	1.45	NA	f	d	e
3.91	b	y	n	FALSE	NA	c	n	5.84	5.99	s	f	d	p
9.42	f	d	w	FALSE	s	c	w	8.44	35.62	NA	f	d	e
5.34	f	k	n	FALSE	d	c	n	5.28	6.05	NA	NA	d	p
NA	s	NA	n	FALSE	d	c	w	4.48	8.49	NA	f	d	e
NA	x	t	r	FALSE	NA	c	w	10.58	13.06	NA	p	d	p
5.81	x	d	b	FALSE	d	d	b	4.88	11.97	NA	f	m	e
4.66	x	NA	w	FALSE	d	NA	r	6.44	7.96	NA	f	d	e
6.69	x	d	e	TRUE	d	c	n	7.24	9.04	NA	f	d	p
11.59	x	e	y	TRUE	p	NA	y	8.87	28.42	NA	f	d	p
NA	c	h	y	FALSE	NA	NA	n	8.14	3.23	NA	f	g	p
4.02	x	k	n	FALSE	p	NA	n	5.94	11.53	NA	f	d	e
7	x	h	n	FALSE	p	d	y	6.08	11.96	NA	f	g	e
8.99	f	s	k	FALSE	a	c	w	4.82	13.5	NA	f	d	e
22.38	x	s	n	FALSE	p	NA	y	5.05	35.15	NA	f	d	p
5.7	x	y	w	FALSE	e	c	n	5.56	12.82	NA	e	g	e
1.45	x	s	y	FALSE	a	NA	w	6.1	2.09	NA	f	d	e
1.97	b	g	n	FALSE	NA	c	n	5.95	2.83	NA	f	m	p
6.66	s	d	n	TRUE	d	c	w	8.01	9.9	NA	f	d	p
9.03	x	h	r	FALSE	NA	c	w	11.24	17.01	NA	p	d	p
13.19	f	g	e	FALSE	e	NA	w	17.45	16.69	s	p	d	p
2.53	x	d	e	FALSE	a	c	o	2.74	5.79	NA	f	m	e
4.5	b	h	n	FALSE	NA	NA	k	11.8	6.51	NA	NA	g	p
3.14	x	k	w	FALSE	s	NA	p	4.03	2.91	NA	f	g	p
3.9	b	w	u	FALSE	a	c	g	6.01	6.19	NA	f	d	p
1.78	x	t	n	FALSE	d	NA	w	6.49	2.37	NA	f	h	e
NA	p	y	n	FALSE	NA	NA	p	14.6	17.18	NA	f	d	p
NA	b	h	l	FALSE	s	c	n	5.44	6.87	NA	e	d	p
4.01	x	NA	y	FALSE	a	c	n	4.43	10.76	NA	f	d	e
4.4	x	k	n	FALSE	p	NA	n	5.44	11.17	NA	f	d	e
3.13	x	t	n	FALSE	a	c	n	4.36	5.77	NA	z	d	p
3.55	b	y	n	FALSE	NA	c	w	5.71	4.46	s	f	d	p
4.03	x	t	o	FALSE	a	c	y	6.09	8.08	NA	f	g	p
10.68	s	t	p	TRUE	d	c	p	8.33	15.46	NA	f	d	p
2.56	b	w	p	FALSE	a	NA	y	4.52	4.51	NA	f	m	p
4.97	o	l	n	FALSE	f	c	y	6.14	49.29	NA	f	d	e
NA	f	g	o	FALSE	e	NA	w	17.66	18.03	s	p	d	p
NA	f	NA	u	FALSE	a	c	w	3.27	3.59	NA	f	p	p
5.03	c	i	w	FALSE	NA	c	n	8.03	5.72	NA	f	d	p
7.91	p	NA	n	FALSE	a	NA	p	7.72	25.02	c	f	d	p
3.88	f	t	n	FALSE	d	NA	o	5.96	7.28	NA	f	d	e
9.87	f	NA	w	FALSE	d	c	w	2.57	17.09	NA	f	d	e
NA	p	NA	g	FALSE	f	f	f	4.62	18.4	NA	f	l	e
0.86	b	t	y	FALSE	NA	c	g	3.32	2.58	NA	f	g	p
5.17	x	t	y	FALSE	p	NA	y	6.15	15.13	NA	NA	d	e
8.61	x	e	y	FALSE	x	c	w	7.82	21.14	NA	f	d	e
8.12	p	NA	n	FALSE	a	NA	w	7.71	14.88	NA	f	d	e
6.49	x	s	g	TRUE	s	d	w	6.24	15.03	r	f	d	p
3.41	f	h	r	FALSE	NA	c	y	6.12	7.47	NA	f	d	p
2.35	f	y	n	FALSE	d	d	p	5.88	3.87	NA	f	h	e
2.64	x	y	o	FALSE	a	NA	y	3.04	5.84	NA	f	h	p
3.13	x	k	n	FALSE	s	NA	p	3.99	2.85	NA	f	g	p
1.04	x	g	w	FALSE	a	d	w	4.79	1.34	NA	f	d	p
3.42	x	h	o	FALSE	a	c	n	3.94	5.8	NA	f	d	e
1.02	b	t	n	FALSE	NA	c	g	3.18	2.46	NA	f	m	p
7.26	x	NA	y	FALSE	e	NA	w	5.96	12.65	b	g	d	e
5.72	s	NA	n	FALSE	d	c	w	5.1	8.25	NA	f	d	e
4.33	x	t	o	FALSE	a	c	n	5.96	7.04	NA	z	d	p
9.42	x	NA	n	FALSE	p	NA	p	12.4	34.97	c	f	d	p
9.69	o	NA	n	FALSE	f	f	f	3.48	24.57	NA	f	d	p
7.06	x	NA	g	FALSE	a	NA	w	7.7	13.54	NA	f	g	e
11.16	x	e	y	FALSE	x	c	w	7.89	24.69	NA	f	d	e
6.74	x	s	n	FALSE	p	NA	n	6.32	9.13	NA	f	d	e
6.52	c	e	w	TRUE	x	c	r	6	12.09	NA	f	g	p
0.64	x	g	y	FALSE	NA	NA	y	3.51	0.82	NA	f	d	p
6.12	x	y	n	FALSE	e	c	w	5.12	9.49	NA	f	d	e
10.92	x	NA	n	TRUE	NA	NA	w	12.01	17.5	b	g	d	e
2.45	p	t	n	FALSE	a	c	g	8.31	2.62	NA	e	m	p
9.32	s	t	r	TRUE	d	NA	w	4.89	14.63	NA	f	d	p
1.56	f	w	g	FALSE	NA	d	k	4.78	2.39	NA	f	g	e
3.39	f	t	o	FALSE	a	c	y	5.61	6.37	NA	f	g	p
3.62	f	s	w	FALSE	d	d	w	3.61	6.45	NA	f	g	e
12.2	f	NA	l	FALSE	s	c	b	8.01	23.72	NA	f	l	e
NA	x	g	n	FALSE	a	NA	w	6.7	2.27	NA	f	d	p
14.58	x	y	n	TRUE	e	NA	w	11.11	17.63	NA	NA	g	e
7.1	f	w	p	FALSE	s	c	p	3.7	9.64	NA	f	d	p
3.35	x	y	y	FALSE	a	NA	w	5.39	3.58	NA	r	g	p
7.74	x	NA	g	TRUE	p	NA	g	13.25	25.3	NA	f	d	e
4.74	x	s	o	FALSE	p	NA	n	4.71	11.74	NA	f	d	e
4.25	x	NA	y	FALSE	a	c	o	3.36	8.49	NA	f	d	e
4.34	x	t	n	FALSE	a	d	w	5.32	4.86	NA	f	d	e
NA	p	w	n	FALSE	p	NA	y	14.4	76.65	NA	f	d	e
3.05	b	NA	n	FALSE	a	NA	n	9.49	2.69	NA	f	g	p
11.57	x	NA	n	TRUE	NA	NA	w	11.08	16.64	b	g	d	e
1.63	o	k	n	FALSE	NA	NA	n	5.05	1.62	NA	f	d	p
3.71	b	s	y	FALSE	NA	c	k	9.32	7.91	NA	z	d	p
NA	x	i	e	FALSE	NA	NA	e	4.89	5.52	NA	f	d	p
NA	f	d	o	FALSE	d	d	b	6.53	13.08	NA	f	g	e
6.45	x	s	n	FALSE	s	NA	g	5.93	7.06	NA	f	d	p
4.61	x	s	n	FALSE	p	NA	n	5.08	11.39	NA	f	d	p
NA	f	l	e	FALSE	x	d	n	3.96	4.98	NA	f	l	p
NA	f	d	b	FALSE	x	c	y	4.64	2.88	NA	f	l	p
7.21	x	w	p	FALSE	s	c	p	4.03	9.56	NA	f	d	p
1.05	x	g	w	FALSE	a	d	w	2.97	1.63	NA	f	l	p
NA	p	s	w	FALSE	e	c	p	5.75	12.55	NA	e	g	e
24.82	f	g	n	FALSE	p	NA	y	6.43	52.42	NA	f	d	p
